"pAge","pGender","pIMDquintile","state","pCohort","pEducationalLevel","pSEP","pRegion","pSocialHousing","pMentalHealthCondition","pAlcoholConsumption","pNRTUse","pYearsSinceQuit","pExpenditure","pECigUse","pVareniclineUse","pCigConsumptionPrequit","cAge","oAge","mAge","mGender","oEducationalLevel","oSEP","oGeographicLocality","oSocialHousing","cMentalHealthConditions","cAlcoholConsumption","oAlcoholConsumption","cPrescriptionNRT","mUseOfNRT","cEcigaretteUse","cCigConsumptionPrequit","mSpendingOnCig","cVareniclineUse","cCigAddictStrength","mEnjoymentOfSmoking","cUseOfBehaviourSupport","mIntentionToQuit","mDesireToStopSmoking","mNumberOfRecentQuitAttempts","mSmokerIdentity"
41,2,3,"never_smoker",15,3,3,2,2,NA,7,NA,NA,80,1,1,0.666666666666667,41,41,41,2,3,3,2,2,NA,7,7,NA,NA,1,0,80,1,3,NA,"1",1,2,20,1
24,1,3,"never_smoker",17,4,2,2,2,NA,4,NA,NA,8,1,1,3.42857142857143,24,24,24,1,4,2,2,2,NA,4,4,NA,NA,2,3,8,1,6,NA,"0",1,2,20,1
24,2,3,"never_smoker",17,3,2,2,2,NA,5,NA,NA,18,1,1,5.71428571428571,24,24,24,2,3,2,2,2,NA,5,5,NA,NA,2,5,18,1,3,NA,"0",2,2,7,1
60,1,5,"smoker",11,7,3,2,1,NA,7,NA,NA,77,1,2,14.2857142857143,60,60,60,1,7,3,2,1,NA,7,7,NA,NA,1,14,77,2,2,NA,"0",1,2,12,2
37,2,2,"never_smoker",15,4,3,2,1,NA,6,NA,NA,70,1,1,10,37,37,37,2,4,3,2,1,NA,6,6,NA,NA,2,10,70,1,1,NA,"0",1,1,5,-1
62,1,3,"smoker",10,7,3,2,4,0,5,NA,NA,4,1,2,14.2857142857143,62,62,62,1,7,3,2,4,0,5,5,NA,NA,2,14,4,2,2,NA,"0",2,1,4,-1
45,2,2,"never_smoker",13,7,1,6,4,NA,7,NA,NA,4,2,2,2.57142857142857,45,45,45,2,7,1,6,4,NA,7,7,NA,NA,1,2,4,2,2,NA,"1",2,2,1,-1
31,2,2,"smoker",17,1,1,6,4,NA,6,NA,NA,105,1,2,35,31,31,31,2,1,1,6,4,NA,6,6,NA,NA,1,35,105,2,3,NA,"0",1,1,7,-1
45,2,1,"never_smoker",13,3,3,6,2,NA,6,NA,NA,27,2,1,5,45,45,45,2,3,3,6,2,NA,6,6,NA,NA,2,5,27,1,5,NA,"1",2,1,20,1
40,1,2,"never_smoker",15,3,1,6,4,1,2,NA,NA,23,1,1,26,40,40,40,1,3,1,6,4,1,2,2,NA,NA,1,26,23,1,1,NA,"1",2,1,1,1
72,1,2,"never_smoker",8,7,2,6,1,NA,8,NA,NA,29,1,1,3.57142857142857,72,72,72,1,7,2,6,1,NA,8,8,NA,NA,1,3,29,1,3,NA,"0",1,1,1,2
41,1,1,"never_smoker",15,4,3,6,5,NA,4,NA,NA,37,2,2,17.8571428571429,41,41,41,1,4,3,6,5,NA,4,4,NA,NA,1,17,37,2,2,NA,"1",1,2,12,1
39,2,2,"smoker",15,5,3,6,2,NA,5,NA,NA,11,2,1,1,39,39,39,2,5,3,6,2,NA,5,5,NA,NA,1,1,11,1,1,NA,"1",1,1,2,-1
44,1,2,"smoker",13,4,1,6,2,NA,9,NA,NA,5,1,2,0.714285714285714,44,44,44,1,4,1,6,2,NA,9,9,NA,NA,1,0,5,2,4,NA,"1",1,1,5,2
57,2,1,"never_smoker",11,7,3,6,2,NA,4,NA,NA,200,2,1,25,57,57,57,2,7,3,6,2,NA,4,4,NA,NA,2,25,200,1,3,NA,"0",1,2,6,2
56,1,1,"never_smoker",11,4,1,6,2,NA,6,NA,NA,32,1,1,18,56,56,56,1,4,1,6,2,NA,6,6,NA,NA,1,18,32,1,5,NA,"1",1,2,52,2
20,1,1,"never_smoker",19,3,99,6,2,NA,4,NA,NA,41,1,1,0.714285714285714,20,20,20,1,3,99,6,2,NA,4,4,NA,NA,2,0,41,1,6,NA,"0",1,2,4,2
80,2,2,"never_smoker",7,7,3,9,5,0,1,NA,NA,44,2,2,14,80,80,80,2,7,3,9,5,0,1,1,NA,NA,1,14,44,2,4,NA,"0",2,1,6,1
67,1,3,"never_smoker",9,4,2,9,1,0,6,NA,NA,48,2,2,7.85714285714286,67,67,67,1,4,2,9,1,0,6,6,NA,NA,2,7,48,2,6,NA,"0",2,2,2,1
47,2,2,"never_smoker",13,2,3,9,1,0,4,NA,NA,22,2,1,10,47,47,47,2,2,3,9,1,0,4,4,NA,NA,1,10,22,1,3,NA,"0",1,2,9,-1
55,1,2,"never_smoker",11,4,1,9,1,NA,4,NA,NA,7,1,1,16,55,55,55,1,4,1,9,1,NA,4,4,NA,NA,1,16,7,1,5,NA,"0",2,2,8,-1
77,2,2,"never_smoker",7,7,3,9,1,0,4,NA,NA,20,1,1,10,77,77,77,2,7,3,9,1,0,4,4,NA,NA,1,10,20,1,5,NA,"1",2,1,4,-1
44,1,3,"smoker",13,4,3,9,4,0,7,NA,NA,72,2,2,3.57142857142857,44,44,44,1,4,3,9,4,0,7,7,NA,NA,2,3,72,2,6,NA,"1",2,1,1,2
45,1,2,"never_smoker",13,2,1,9,2,NA,8,NA,NA,29,2,2,8,45,45,45,1,2,1,9,2,NA,8,8,NA,NA,1,8,29,2,2,NA,"0",2,1,9,2
44,2,2,"never_smoker",13,3,2,9,2,NA,4,NA,NA,210,1,2,27,44,44,44,2,3,2,9,2,NA,4,4,NA,NA,1,27,210,2,2,NA,"0",2,2,2,1
17,1,2,"never_smoker",19,4,3,9,2,NA,6,NA,NA,101,1,1,17.1428571428571,17,17,17,1,4,3,9,2,NA,6,6,NA,NA,1,17,101,1,3,NA,"1",1,1,3,1
16,1,2,"never_smoker",19,7,99,9,2,NA,5,NA,NA,17,2,1,0.333333333333333,16,16,16,1,7,99,9,2,NA,5,5,NA,NA,1,0,17,1,4,NA,"1",1,1,4,1
53,1,3,"never_smoker",11,4,2,8,1,NA,5,NA,NA,62,1,2,1,53,53,53,1,4,2,8,1,NA,5,5,NA,NA,1,1,62,2,2,NA,"1",2,1,8,1
74,2,4,"never_smoker",7,2,2,8,1,0,5,NA,NA,31,2,2,3.42857142857143,74,74,74,2,2,2,8,1,0,5,5,NA,NA,2,3,31,2,2,NA,"1",1,2,10,2
53,2,4,"never_smoker",11,1,2,8,1,0,4,NA,NA,1,2,1,1,53,53,53,2,1,2,8,1,0,4,4,NA,NA,2,1,1,1,2,NA,"1",1,2,7,2
45,1,2,"smoker",13,7,3,8,4,NA,2,NA,NA,60,1,1,5.71428571428571,45,45,45,1,7,3,8,4,NA,2,2,NA,NA,1,5,60,1,5,NA,"0",2,1,4,2
47,1,3,"never_smoker",13,1,1,8,4,NA,5,NA,NA,20,2,2,0.857142857142857,47,47,47,1,1,1,8,4,NA,5,5,NA,NA,2,0,20,2,2,NA,"1",2,1,4,2
24,2,1,"never_smoker",17,1,1,8,4,0,5,NA,NA,33,2,2,0.571428571428571,24,24,24,2,1,1,8,4,0,5,5,NA,NA,1,0,33,2,1,NA,"1",2,2,0,1
37,2,1,"never_smoker",15,1,3,8,4,NA,5,NA,NA,49,2,1,22.8571428571429,37,37,37,2,1,3,8,4,NA,5,5,NA,NA,1,22,49,1,1,NA,"1",2,1,52,1
28,2,1,"never_smoker",17,1,2,8,4,NA,5,NA,NA,130,2,2,17.1428571428571,28,28,28,2,1,2,8,4,NA,5,5,NA,NA,2,17,130,2,6,NA,"1",2,2,3,2
46,2,1,"never_smoker",13,1,1,8,4,0,2,NA,NA,14,1,2,4,46,46,46,2,1,1,8,4,0,2,2,NA,NA,1,4,14,2,5,NA,"1",2,2,4,2
50,1,1,"never_smoker",13,1,1,8,1,NA,11,NA,NA,77,1,1,3.57142857142857,50,50,50,1,1,1,8,1,NA,11,11,NA,NA,1,3,77,1,6,NA,"1",1,2,0,1
40,2,1,"never_smoker",15,1,1,8,1,NA,5,NA,NA,25,1,2,4,40,40,40,2,1,1,8,1,NA,5,5,NA,NA,1,4,25,2,3,NA,"1",2,2,2,-1
87,2,2,"never_smoker",5,1,2,8,1,0,8,NA,NA,41,2,2,2.14285714285714,87,87,87,2,1,2,8,1,0,8,8,NA,NA,2,2,41,2,6,NA,"1",2,1,9,1
25,2,1,"never_smoker",17,4,3,9,4,NA,8,NA,NA,72,1,2,7.85714285714286,25,25,25,2,4,3,9,4,NA,8,8,NA,NA,1,7,72,2,4,NA,"1",1,2,52,1
35,2,3,"never_smoker",15,2,1,9,2,NA,2,NA,NA,52,1,1,12,35,35,35,2,2,1,9,2,NA,2,2,NA,NA,1,12,52,1,4,NA,"0",1,1,0,2
36,1,3,"never_smoker",15,4,3,9,4,NA,2,NA,NA,105,2,1,2,36,36,36,1,4,3,9,4,NA,2,2,NA,NA,2,2,105,1,4,NA,"0",2,2,52,1
32,2,1,"never_smoker",16,4,3,9,4,NA,5,NA,NA,175,2,2,0,32,32,32,2,4,3,9,4,NA,5,5,NA,NA,1,0,175,2,6,NA,"1",2,1,52,2
31,2,3,"never_smoker",17,3,1,9,4,NA,4,NA,NA,200,2,2,11,31,31,31,2,3,1,9,4,NA,4,4,NA,NA,1,11,200,2,4,NA,"1",1,1,10,1
44,1,1,"never_smoker",13,1,1,9,2,NA,5,NA,NA,1,1,2,11.4285714285714,44,44,44,1,1,1,9,2,NA,5,5,NA,NA,2,11,1,2,2,NA,"0",2,1,9,1
63,1,3,"never_smoker",9,3,1,8,1,0,5,NA,NA,76,2,2,17,63,63,63,1,3,1,8,1,0,5,5,NA,NA,2,17,76,2,4,NA,"1",1,1,10,1
46,2,2,"never_smoker",13,1,1,8,2,0,2,NA,NA,33,1,1,0.428571428571429,46,46,46,2,1,1,8,2,0,2,2,NA,NA,2,0,33,1,4,NA,"1",2,1,4,-1
34,1,2,"never_smoker",15,1,1,8,4,NA,9,NA,NA,35,1,1,3.57142857142857,34,34,34,1,1,1,8,4,NA,9,9,NA,NA,1,3,35,1,5,NA,"1",2,1,0,2
73,2,3,"never_smoker",7,2,1,8,1,0,4,NA,NA,30,1,2,30,73,73,73,2,2,1,8,1,0,4,4,NA,NA,1,30,30,2,4,NA,"1",2,1,8,2
43,2,5,"smoker",13,1,2,8,1,NA,8,NA,NA,76,1,1,39,43,43,43,2,1,2,8,1,NA,8,8,NA,NA,1,39,76,1,3,NA,"1",1,1,8,2
78,2,2,"smoker",7,5,2,8,1,0,4,NA,NA,34,1,1,0.857142857142857,78,78,78,2,5,2,8,1,0,4,4,NA,NA,2,0,34,1,5,NA,"0",2,1,4,-1
45,1,3,"never_smoker",13,4,3,8,4,NA,9,NA,NA,44,1,2,2.42857142857143,45,45,45,1,4,3,8,4,NA,9,9,NA,NA,2,2,44,2,2,NA,"1",1,2,20,1
16,2,3,"never_smoker",19,3,3,8,4,NA,NA,NA,NA,70,2,2,10,16,16,16,2,3,3,8,4,NA,NA,NA,NA,NA,1,10,70,2,6,NA,"1",2,2,10,2
61,2,3,"never_smoker",11,4,1,8,1,0,9,NA,NA,200,2,2,24,61,61,61,2,4,1,8,1,0,9,9,NA,NA,1,24,200,2,5,NA,"1",2,1,5,2
56,2,2,"never_smoker",11,4,3,1,2,0,6,NA,NA,55,2,1,6,56,56,56,2,4,3,1,2,0,6,6,NA,NA,2,6,55,1,5,NA,"1",2,2,9,2
68,2,1,"never_smoker",9,6,2,1,1,NA,5,NA,NA,14,2,2,2.42857142857143,68,68,68,2,6,2,1,1,NA,5,5,NA,NA,1,2,14,2,5,NA,"0",1,1,1,2
71,2,2,"never_smoker",9,7,3,1,1,NA,5,NA,NA,36,2,1,19,71,71,71,2,7,3,1,1,NA,5,5,NA,NA,1,19,36,1,5,NA,"1",1,1,0,1
88,1,1,"never_smoker",5,7,3,1,2,0,8,NA,NA,24,1,1,0.333333333333333,88,88,88,1,7,3,1,2,0,8,8,NA,NA,1,0,24,1,5,NA,"0",2,1,8,1
59,1,2,"never_smoker",11,1,1,1,1,NA,12,NA,NA,86,1,1,0.666666666666667,59,59,59,1,1,1,1,1,NA,12,12,NA,NA,1,0,86,1,4,NA,"0",2,1,5,1
56,2,2,"never_smoker",11,2,1,1,1,0,9,NA,NA,56,1,2,4.28571428571429,56,56,56,2,2,1,1,1,0,9,9,NA,NA,2,4,56,2,4,NA,"0",1,1,8,1
44,2,1,"never_smoker",13,4,3,1,4,NA,4,NA,NA,76,1,1,11.4285714285714,44,44,44,2,4,3,1,4,NA,4,4,NA,NA,1,11,76,1,2,NA,"0",1,1,2,1
50,2,4,"never_smoker",13,4,1,1,2,NA,5,NA,NA,10,2,1,39,50,50,50,2,4,1,1,2,NA,5,5,NA,NA,2,39,10,1,5,NA,"1",1,1,12,2
18,1,4,"never_smoker",19,3,3,1,2,NA,8,NA,NA,54,2,2,9,18,18,18,1,3,3,1,2,NA,8,8,NA,NA,1,9,54,2,4,NA,"1",2,1,5,2
33,2,4,"never_smoker",15,4,2,1,4,NA,9,NA,NA,47,2,1,22,33,33,33,2,4,2,1,4,NA,9,9,NA,NA,2,22,47,1,2,NA,"1",2,1,6,1
46,2,4,"never_smoker",13,1,1,1,2,1,5,NA,NA,76,1,2,10.7142857142857,46,46,46,2,1,1,1,2,1,5,5,NA,NA,2,10,76,2,4,NA,"1",1,1,7,1
81,2,1,"smoker",7,6,2,2,1,NA,1,NA,NA,32,2,1,21.4285714285714,81,81,81,2,6,2,2,1,NA,1,1,NA,NA,2,21,32,1,3,NA,"0",1,2,52,-1
52,2,1,"never_smoker",12,2,2,2,2,NA,5,NA,NA,21,1,2,5,52,52,52,2,2,2,2,2,NA,5,5,NA,NA,1,5,21,2,5,NA,"1",2,1,20,-1
55,1,1,"never_smoker",11,1,1,2,2,0,5,NA,NA,16,2,2,1.42857142857143,55,55,55,1,1,1,2,2,0,5,5,NA,NA,1,1,16,2,1,NA,"0",2,1,7,-1
22,1,1,"never_smoker",18,3,99,2,2,NA,6,NA,NA,47,2,1,7.14285714285714,22,22,22,1,3,99,2,2,NA,6,6,NA,NA,1,7,47,1,4,NA,"1",2,1,9,1
68,1,1,"never_smoker",9,7,3,2,2,NA,5,NA,NA,5,2,1,7.14285714285714,68,68,68,1,7,3,2,2,NA,5,5,NA,NA,1,7,5,1,4,NA,"1",2,1,2,1
59,2,1,"smoker",11,4,2,2,2,NA,5,NA,NA,26,2,1,0.428571428571429,59,59,59,2,4,2,2,2,NA,5,5,NA,NA,2,0,26,1,1,NA,"1",2,2,12,2
71,1,1,"never_smoker",9,7,3,2,4,1,3,NA,NA,28,1,2,35,71,71,71,1,7,3,2,4,1,3,3,NA,NA,1,35,28,2,1,NA,"0",2,2,4,2
31,2,1,"smoker",17,4,2,2,4,NA,5,NA,NA,77,2,1,100,31,31,31,2,4,2,2,4,NA,5,5,NA,NA,2,100,77,1,6,NA,"0",2,1,5,1
31,1,1,"smoker",17,1,2,2,4,NA,12,NA,NA,84,1,1,7,31,31,31,1,1,2,2,4,NA,12,12,NA,NA,2,7,84,1,5,NA,"1",1,1,5,1
43,1,1,"never_smoker",13,2,1,2,2,NA,7,NA,NA,77,2,2,4.28571428571429,43,43,43,1,2,1,2,2,NA,7,7,NA,NA,1,4,77,2,2,NA,"1",1,2,5,1
42,2,1,"never_smoker",14,2,2,2,2,NA,6,NA,NA,50,2,1,100,42,42,42,2,2,2,2,2,NA,6,6,NA,NA,2,100,50,1,2,NA,"0",2,1,20,2
71,2,1,"never_smoker",9,4,2,2,2,0,4,NA,NA,10,1,2,20,71,71,71,2,4,2,2,2,0,4,4,NA,NA,1,20,10,2,6,NA,"1",2,2,20,2
40,1,1,"smoker",15,5,3,2,4,NA,11,NA,NA,70,2,2,3.33333333333333,40,40,40,1,5,3,2,4,NA,11,11,NA,NA,1,3,70,2,3,NA,"1",1,2,2,2
34,2,1,"smoker",15,3,3,2,4,0,5,NA,NA,62,2,2,50,34,34,34,2,3,3,2,4,0,5,5,NA,NA,1,50,62,2,2,NA,"1",1,1,9,-1
17,1,1,"smoker",19,5,3,2,4,NA,NA,NA,NA,16,2,1,50,17,17,17,1,5,3,2,4,NA,NA,NA,NA,NA,2,50,16,1,4,NA,"0",1,1,10,1
39,2,2,"never_smoker",15,2,3,8,2,NA,9,NA,NA,6,2,2,14,39,39,39,2,2,3,8,2,NA,9,9,NA,NA,1,14,6,2,2,NA,"1",1,2,1,2
39,1,2,"smoker",15,3,1,8,2,0,11,NA,NA,37,2,1,17.8571428571429,39,39,39,1,3,1,8,2,0,11,11,NA,NA,2,17,37,1,4,NA,"0",2,1,20,2
56,2,2,"smoker",11,4,1,8,1,NA,10,NA,NA,57,2,1,13,56,56,56,2,4,1,8,1,NA,10,10,NA,NA,2,13,57,1,1,NA,"0",1,2,3,-1
38,1,1,"never_smoker",15,3,3,8,2,NA,9,NA,NA,45,1,2,1,38,38,38,1,3,3,8,2,NA,9,9,NA,NA,1,1,45,2,6,NA,"0",1,2,52,1
77,1,4,"smoker",7,5,3,8,1,NA,9,NA,NA,47,1,1,7.85714285714286,77,77,77,1,5,3,8,1,NA,9,9,NA,NA,2,7,47,1,6,NA,"1",2,2,6,2
71,2,4,"never_smoker",9,7,99,8,1,NA,11,NA,NA,21,2,2,3.57142857142857,71,71,71,2,7,99,8,1,NA,11,11,NA,NA,2,3,21,2,1,NA,"1",1,2,2,-1
48,2,1,"never_smoker",13,1,2,8,2,NA,5,NA,NA,76,1,2,1.71428571428571,48,48,48,2,1,2,8,2,NA,5,5,NA,NA,1,1,76,2,4,NA,"1",2,2,12,2
51,2,1,"never_smoker",13,4,3,8,2,NA,6,NA,NA,63,2,2,0.857142857142857,51,51,51,2,4,3,8,2,NA,6,6,NA,NA,2,0,63,2,6,NA,"1",2,2,6,1
66,2,2,"never_smoker",9,7,2,8,1,NA,4,NA,NA,210,1,1,10.7142857142857,66,66,66,2,7,2,8,1,NA,4,4,NA,NA,2,10,210,1,5,NA,"1",1,2,1,1
82,2,4,"never_smoker",6,7,2,8,1,0,3,NA,NA,21,1,1,10,82,82,82,2,7,2,8,1,0,3,3,NA,NA,1,10,21,1,1,NA,"1",1,2,12,2
55,1,1,"never_smoker",11,3,1,8,2,NA,7,NA,NA,60,2,2,2.42857142857143,55,55,55,1,3,1,8,2,NA,7,7,NA,NA,1,2,60,2,1,NA,"1",1,2,2,-1
16,1,1,"smoker",19,4,3,8,2,NA,7,NA,NA,62,1,2,13.3333333333333,16,16,16,1,4,3,8,2,NA,7,7,NA,NA,1,13,62,2,5,NA,"1",1,2,5,1
28,2,2,"never_smoker",17,2,1,8,1,0,5,NA,NA,70,1,2,39,28,28,28,2,2,1,8,1,0,5,5,NA,NA,2,39,70,2,6,NA,"1",1,2,12,2
65,1,2,"never_smoker",9,7,3,8,1,NA,5,NA,NA,175,1,2,17.8571428571429,65,65,65,1,7,3,8,1,NA,5,5,NA,NA,1,17,175,2,4,NA,"0",2,2,1,1
28,2,1,"never_smoker",17,1,1,7,4,NA,6,NA,NA,56,1,1,55,28,28,28,2,1,1,7,4,NA,6,6,NA,NA,2,55,56,1,6,NA,"1",1,2,10,2
29,2,1,"smoker",17,1,1,7,4,NA,7,NA,NA,23,1,1,0.0666666666666667,29,29,29,2,1,1,7,4,NA,7,7,NA,NA,2,0,23,1,4,NA,"0",2,1,0,-1
33,2,1,"never_smoker",15,1,1,7,2,NA,5,NA,NA,110,2,2,7,33,33,33,2,1,1,7,2,NA,5,5,NA,NA,2,7,110,2,4,NA,"0",1,2,2,2
17,2,2,"never_smoker",19,3,99,7,4,NA,NA,NA,NA,160,1,1,20,17,17,17,2,3,99,7,4,NA,NA,NA,NA,NA,1,20,160,1,4,NA,"0",2,2,3,-1
73,1,2,"never_smoker",7,7,2,7,1,NA,12,NA,NA,70,2,1,60,73,73,73,1,7,2,7,1,NA,12,12,NA,NA,2,60,70,1,3,NA,"0",2,2,9,2
47,2,1,"smoker",13,1,1,7,2,0,9,NA,NA,20,2,2,4.28571428571429,47,47,47,2,1,1,7,2,0,9,9,NA,NA,2,4,20,2,6,NA,"1",1,1,3,2
57,1,2,"never_smoker",11,1,1,7,1,0,5,NA,NA,60,1,1,4,57,57,57,1,1,1,7,1,0,5,5,NA,NA,1,4,60,1,2,NA,"1",2,1,0,1
29,1,2,"never_smoker",17,1,2,7,1,NA,7,NA,NA,105,2,2,11,29,29,29,1,1,2,7,1,NA,7,7,NA,NA,2,11,105,2,1,NA,"1",1,2,12,1
74,2,4,"smoker",7,7,3,3,4,NA,4,NA,NA,15,2,2,55,74,74,74,2,7,3,3,4,NA,4,4,NA,NA,2,55,15,2,2,NA,"0",2,1,52,1
51,2,1,"never_smoker",13,4,3,3,2,0,1,NA,NA,200,2,2,3,51,51,51,2,4,3,3,2,0,1,1,NA,NA,1,3,200,2,5,NA,"1",2,1,20,-1
60,1,1,"never_smoker",11,1,3,3,2,NA,5,NA,NA,77,2,1,23,60,60,60,1,1,3,3,2,NA,5,5,NA,NA,2,23,77,1,4,NA,"0",1,1,4,1
34,1,4,"smoker",15,1,1,3,1,NA,2,NA,NA,44,1,1,12,34,34,34,1,1,1,3,1,NA,2,2,NA,NA,1,12,44,1,2,NA,"1",2,1,7,1
33,2,4,"never_smoker",15,1,1,3,1,NA,5,NA,NA,62,1,1,9,33,33,33,2,1,1,3,1,NA,5,5,NA,NA,2,9,62,1,5,NA,"0",1,2,6,2
63,1,4,"smoker",9,3,3,3,2,0,6,NA,NA,22,1,1,9,63,63,63,1,3,3,3,2,0,6,6,NA,NA,2,9,22,1,5,NA,"0",2,2,0,1
32,1,1,"never_smoker",16,1,1,3,4,NA,9,NA,NA,30,2,2,7,32,32,32,1,1,1,3,4,NA,9,9,NA,NA,1,7,30,2,4,NA,"0",2,1,6,1
34,1,1,"never_smoker",15,1,2,3,4,NA,8,NA,NA,9998,1,1,9,34,34,34,1,1,2,3,4,NA,8,8,NA,NA,1,9,9998,1,4,NA,"0",1,1,2,2
38,1,1,"never_smoker",15,3,1,3,1,NA,10,NA,NA,54,1,1,1.14285714285714,38,38,38,1,3,1,3,1,NA,10,10,NA,NA,2,1,54,1,4,NA,"0",1,1,0,2
34,2,1,"never_smoker",15,3,1,3,1,NA,9,NA,NA,22,2,2,8,34,34,34,2,3,1,3,1,NA,9,9,NA,NA,1,8,22,2,6,NA,"1",2,2,8,2
65,2,4,"never_smoker",9,3,3,3,4,NA,10,NA,NA,34,1,1,5,65,65,65,2,3,3,3,4,NA,10,10,NA,NA,1,5,34,1,6,NA,"0",2,2,3,-1
64,2,3,"never_smoker",9,3,1,3,1,NA,8,NA,NA,18,1,2,45,64,64,64,2,3,1,3,1,NA,8,8,NA,NA,1,45,18,2,4,NA,"1",2,1,10,2
40,1,5,"never_smoker",15,3,2,5,2,NA,5,NA,NA,4,1,2,2.28571428571429,40,40,40,1,3,2,5,2,NA,5,5,NA,NA,1,2,4,2,4,NA,"1",2,2,5,1
41,2,5,"never_smoker",15,2,3,5,1,0,5,NA,NA,50,1,1,100,41,41,41,2,2,3,5,1,0,5,5,NA,NA,1,100,50,1,2,NA,"1",1,2,12,2
21,2,5,"never_smoker",19,3,3,5,1,NA,1,NA,NA,36,2,1,0.428571428571429,21,21,21,2,3,3,5,1,NA,1,1,NA,NA,1,0,36,1,1,NA,"1",2,2,9,1
21,1,5,"never_smoker",19,5,NA,5,4,0,5,NA,NA,34,1,1,0.333333333333333,21,21,21,1,5,NA,5,4,0,5,5,NA,NA,1,0,34,1,6,NA,"0",1,2,20,2
20,2,5,"never_smoker",19,4,99,5,4,NA,1,NA,NA,65,2,2,2.28571428571429,20,20,20,2,4,99,5,4,NA,1,1,NA,NA,1,2,65,2,5,NA,"0",1,2,3,-1
39,2,4,"never_smoker",15,7,3,5,2,0,5,NA,NA,1,2,2,57.1428571428571,39,39,39,2,7,3,5,2,0,5,5,NA,NA,1,57,1,2,4,NA,"1",2,2,20,2
58,1,5,"smoker",11,3,3,8,1,NA,11,NA,NA,60,2,2,50,58,58,58,1,3,3,8,1,NA,11,11,NA,NA,1,50,60,2,4,NA,"0",2,2,52,2
26,2,4,"smoker",17,4,2,8,1,NA,11,NA,NA,110,2,2,2.57142857142857,26,26,26,2,4,2,8,1,NA,11,11,NA,NA,1,2,110,2,2,NA,"0",1,2,3,1
32,1,4,"smoker",16,5,3,8,1,NA,12,NA,NA,14,2,2,0.142857142857143,32,32,32,1,5,3,8,1,NA,12,12,NA,NA,2,0,14,2,5,NA,"0",2,2,6,2
19,2,5,"smoker",19,7,99,8,4,NA,5,NA,NA,14,2,1,2,19,19,19,2,7,99,8,4,NA,5,5,NA,NA,1,2,14,1,6,NA,"1",1,1,52,-1
22,1,5,"smoker",18,3,3,8,4,NA,5,NA,NA,90,1,2,20,22,22,22,1,3,3,8,4,NA,5,5,NA,NA,1,20,90,2,2,NA,"1",2,2,4,1
62,2,2,"never_smoker",10,3,2,8,1,0,12,NA,NA,46,1,2,13,62,62,62,2,3,2,8,1,0,12,12,NA,NA,1,13,46,2,2,NA,"0",2,2,9,-1
65,2,2,"smoker",9,7,1,8,2,NA,7,NA,NA,45,1,2,33,65,65,65,2,7,1,8,2,NA,7,7,NA,NA,1,33,45,2,3,NA,"1",2,1,3,2
59,2,2,"never_smoker",11,1,2,8,1,NA,5,NA,NA,80,1,2,7.85714285714286,59,59,59,2,1,2,8,1,NA,5,5,NA,NA,1,7,80,2,5,NA,"1",1,1,2,-1
32,2,4,"never_smoker",16,3,3,8,1,NA,4,NA,NA,12,1,2,18,32,32,32,2,3,3,8,1,NA,4,4,NA,NA,2,18,12,2,5,NA,"1",2,2,6,2
67,2,2,"never_smoker",9,3,1,8,1,0,5,NA,NA,28,1,2,2.57142857142857,67,67,67,2,3,1,8,1,0,5,5,NA,NA,2,2,28,2,3,NA,"1",2,2,52,1
33,2,3,"smoker",15,1,2,4,2,NA,4,NA,NA,43,1,2,22,33,33,33,2,1,2,4,2,NA,4,4,NA,NA,2,22,43,2,4,NA,"0",1,1,52,2
33,2,3,"never_smoker",15,1,1,4,2,0,5,NA,NA,23,2,1,55,33,33,33,2,1,1,4,2,0,5,5,NA,NA,2,55,23,1,2,NA,"1",2,1,5,1
25,1,2,"smoker",17,1,1,4,4,NA,8,NA,NA,86,1,1,4,25,25,25,1,1,1,4,4,NA,8,8,NA,NA,1,4,86,1,1,NA,"0",1,2,20,1
26,2,2,"smoker",17,1,2,4,4,1,10,NA,NA,96,1,1,3,26,26,26,2,1,2,4,4,1,10,10,NA,NA,2,3,96,1,1,NA,"0",1,1,3,2
61,2,2,"never_smoker",11,4,1,4,1,NA,5,NA,NA,9998,1,1,12,61,61,61,2,4,1,4,1,NA,5,5,NA,NA,1,12,9998,1,1,NA,"0",2,2,52,1
18,1,3,"smoker",19,4,3,4,4,NA,6,NA,NA,25,1,1,100,18,18,18,1,4,3,4,4,NA,6,6,NA,NA,2,100,25,1,5,NA,"1",2,1,1,1
32,2,3,"smoker",16,1,1,4,2,NA,4,NA,NA,14,2,2,22.8571428571429,32,32,32,2,1,1,4,2,NA,4,4,NA,NA,2,22,14,2,2,NA,"0",1,2,20,-1
29,2,3,"never_smoker",17,1,1,4,2,NA,4,NA,NA,19,1,1,4,29,29,29,2,1,1,4,2,NA,4,4,NA,NA,1,4,19,1,2,NA,"1",2,1,20,1
55,1,3,"never_smoker",11,4,2,3,1,NA,5,NA,NA,19,1,1,6.71428571428571,55,55,55,1,4,2,3,1,NA,5,5,NA,NA,1,6,19,1,4,NA,"0",2,1,52,-1
83,2,2,"never_smoker",5,7,3,3,4,0,1,NA,NA,90,1,2,13,83,83,83,2,7,3,3,4,0,1,1,NA,NA,1,13,90,2,5,NA,"0",1,1,8,-1
